HEADER
VTF File Version,1.1
VTF File Type,0
PID,950894
Generated on,2024-02-08 20:55:37
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,950894
XRT Version,2023.1

STRUCTURE
Group_Start,OpenCL Host Trace
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x5555555b04e0,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_com_xd_xilinx_vck190_base_202320_1_202320_1:binary_container_1:krnl_vadd,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,OpenCL Host Trace

MAPPING
25,0:0:0
24,0:32:7
18,LPDDR
22,binary_container_1
12,clCreateBuffer
6,clCreateCommandQueue
5,clCreateContext
10,clCreateKernel
8,clCreateProgramWithBinary
14,clEnqueueMapBuffer
16,clEnqueueMigrateMemObjects
19,clEnqueueTask
26,clEnqueueUnmapMemObject
20,clFinish
3,clGetDeviceIDs
7,clGetDeviceInfo
1,clGetPlatformIDs
2,clGetPlatformInfo
28,clReleaseCommandQueue
29,clReleaseContext
9,clReleaseDevice
27,clReleaseKernel
17,clReleaseMemObject
11,clReleaseProgram
4,clRetainDevice
15,clRetainMemObject
13,clSetKernelArg
23,krnl_vadd
21,xilinx_com_xd_xilinx_vck190_base_202320_1_202320_1

EVENTS
110,0,13.522527,4,WRITE_BUFFER,16384,0xa000,18,0x7ffff55cd640
111,110,13.523016,4,WRITE_BUFFER
112,106,13.525149,1,OPENCL_API_CALL,20
113,0,13.530576,1,OPENCL_API_CALL,17
114,113,13.531713,1,OPENCL_API_CALL,17
115,0,13.532100,1,OPENCL_API_CALL,17
116,115,13.532390,1,OPENCL_API_CALL,17
117,0,13.532631,1,OPENCL_API_CALL,17
118,117,13.533053,1,OPENCL_API_CALL,17
119,0,13.538339,1,OPENCL_API_CALL,27
120,119,13.626922,1,OPENCL_API_CALL,27
121,0,13.627742,1,OPENCL_API_CALL,28
122,121,13.629287,1,OPENCL_API_CALL,28
123,0,13.629929,1,OPENCL_API_CALL,29
124,123,1011.239462,1,OPENCL_API_CALL,29
125,0,1011.265504,1,OPENCL_API_CALL,9
126,125,1011.274340,1,OPENCL_API_CALL,9

DEPENDENCIES
81,94
95,96
107,108
109,110

